dia;mes;ano;tempo;trat;sist;local;n;ID;YII;YIIdec;dia_exp;temp
16;3;2023;T14;C;4;R;7;C4R7;688;0.688;32;27.06
16;3;2023;T14;C;4;P;7;C4P7;854;0.854;32;27.06
16;3;2023;T14;C;4;F;7;C4F7;706;0.706;32;27.06
16;3;2023;T14;C;4;P;8;C4P8;751;0.751;32;27.06
16;3;2023;T14;C;4;F;8;C4F8;807;0.807;32;27.06
16;3;2023;T14;C;4;R;8;C4R8;782;0.782;32;27.06
16;3;2023;T14;A;3;F;13;A3F13;0;0;32;27.06
16;3;2023;T14;A;3;P;13;A3P13;622;0.622;32;27.06
16;3;2023;T14;A;3;R;13;A3R13;443;0.443;32;27.06
16;3;2023;T14;A;3;P;14;A3P14;0;0;32;27.06
16;3;2023;T14;A;3;R;14;A3R14;0;0;32;27.06
16;3;2023;T14;A;3;F;14;A3F14;0;0;32;27.06
16;3;2023;T14;A;3;F;15;A3F15;133;0.133;32;27.06
16;3;2023;T14;A;3;R;15;A3R15;0;0;32;27.06
16;3;2023;T14;A;3;P;15;A3P15;725;0.725;32;27.06
16;3;2023;T14;A;3;R;16;A3R16;0;0;32;27.06
16;3;2023;T14;A;3;F;16;A3F16;0;0;32;27.06
16;3;2023;T14;A;3;P;16;A3P16;656;0.656;32;27.06
16;3;2023;T14;A;5;P;17;A5P17;803;0.803;32;27.06
16;3;2023;T14;A;5;F;17;A5F17;0;0;32;27.06
16;3;2023;T14;A;5;R;17;A5R17;855;0.855;32;27.06
16;3;2023;T14;A;5;F;18;A5F18;0;0;32;27.06
16;3;2023;T14;A;5;R;18;A5R18;0;0;32;27.06
16;3;2023;T14;A;5;P;18;A5P18;781;0.781;32;27.06
16;3;2023;T14;A;5;R;19;A5R19;702;0.702;32;27.06
16;3;2023;T14;A;5;P;19;A5P19;805;0.805;32;27.06
16;3;2023;T14;A;5;F;19;A5F19;0;0;32;27.06
16;3;2023;T14;A;5;F;20;A5F20;0;0;32;27.06
16;3;2023;T14;A;5;P;20;A5P20;709;0.709;32;27.06
16;3;2023;T14;A;5;R;20;A5R20;0;0;32;27.06
20;3;2023;T15;C;1;P;1;C1P1;0;0;36;26.96
20;3;2023;T15;C;1;R;1;C1R1;702;0.702;36;26.96
20;3;2023;T15;C;1;F;1;C1F1;795;0.795;36;26.96
20;3;2023;T15;C;1;R;2;C1R2;819;0.819;36;26.96
20;3;2023;T15;C;1;P;2;C1P2;688;0.688;36;26.96
20;3;2023;T15;C;1;F;2;C1F2;824;0.824;36;26.96
20;3;2023;T15;C;1;P;3;C1P3;782;0.782;36;26.96
20;3;2023;T15;C;1;F;3;C1F3;761;0.761;36;26.96
20;3;2023;T15;C;1;R;3;C1R3;773;0.773;36;26.96
20;3;2023;T15;C;1;F;4;C1F4;772;0.772;36;26.96
20;3;2023;T15;C;1;R;4;C1R4;719;0.719;36;26.96
20;3;2023;T15;C;1;P;4;C1P4;805;0.805;36;26.96
20;3;2023;T15;A;2;R;9;A2R9;660;0.66;36;26.96
20;3;2023;T15;A;2;F;9;A2F9;0;0;36;26.96
20;3;2023;T15;A;2;P;9;A2P9;821;0.821;36;26.96
20;3;2023;T15;A;2;F;10;A2F10;0;0;36;26.96
20;3;2023;T15;A;2;R;10;A2R10;248;0.248;36;26.96
20;3;2023;T15;A;2;P;10;A2P10;759;0.759;36;26.96
20;3;2023;T15;A;2;P;11;A2P11;0;0;36;26.96
20;3;2023;T15;A;2;R;11;A2R11;466;0.466;36;26.96
20;3;2023;T15;A;2;F;11;A2F11;815;0.815;36;26.96
20;3;2023;T15;A;2;F;12;A2F12;371;0.371;36;26.96
20;3;2023;T15;A;2;P;12;A2P12;761;0.761;36;26.96
20;3;2023;T15;A;2;R;12;A2R12;747;0.747;36;26.96
20;3;2023;T15;C;4;F;5;C4F5;756;0.756;36;26.96
20;3;2023;T15;C;4;P;5;C4P5;779;0.779;36;26.96
20;3;2023;T15;C;4;R;5;C4R5;795;0.795;36;26.96
20;3;2023;T15;C;4;R;6;C4R6;710;0.71;36;26.96
20;3;2023;T15;C;4;F;6;C4F6;819;0.819;36;26.96
20;3;2023;T15;C;4;P;6;C4P6;739;0.739;36;26.96
20;3;2023;T15;C;4;R;7;C4R7;679;0.679;36;26.96
20;3;2023;T15;C;4;P;7;C4P7;783;0.783;36;26.96
20;3;2023;T15;C;4;F;7;C4F7;843;0.843;36;26.96
20;3;2023;T15;C;4;P;8;C4P8;733;0.733;36;26.96
20;3;2023;T15;C;4;F;8;C4F8;762;0.762;36;26.96
20;3;2023;T15;C;4;R;8;C4R8;681;0.681;36;26.96
20;3;2023;T15;A;3;F;13;A3F13;458;0.458;36;26.96
20;3;2023;T15;A;3;P;13;A3P13;667;0.667;36;26.96
20;3;2023;T15;A;3;R;13;A3R13;0;0;36;26.96
20;3;2023;T15;A;3;P;14;A3P14;751;0.751;36;26.96
20;3;2023;T15;A;3;R;14;A3R14;0;0;36;26.96
20;3;2023;T15;A;3;F;14;A3F14;0;0;36;26.96
20;3;2023;T15;A;3;F;15;A3F15;196;0.196;36;26.96
20;3;2023;T15;A;3;R;15;A3R15;0;0;36;26.96
20;3;2023;T15;A;3;P;15;A3P15;636;0.636;36;26.96
20;3;2023;T15;A;3;R;16;A3R16;0;0;36;26.96
20;3;2023;T15;A;3;F;16;A3F16;0;0;36;26.96
20;3;2023;T15;A;3;P;16;A3P16;678;0.678;36;26.96
20;3;2023;T15;A;5;P;17;A5P17;761;0.761;36;26.96
20;3;2023;T15;A;5;F;17;A5F17;0;0;36;26.96
20;3;2023;T15;A;5;R;17;A5R17;0;0;36;26.96
20;3;2023;T15;A;5;F;18;A5F18;0;0;36;26.96
20;3;2023;T15;A;5;R;18;A5R18;208;0.208;36;26.96
20;3;2023;T15;A;5;P;18;A5P18;801;0.801;36;26.96
20;3;2023;T15;A;5;R;19;A5R19;249;0.249;36;26.96
20;3;2023;T15;A;5;P;19;A5P19;739;0.739;36;26.96
20;3;2023;T15;A;5;F;19;A5F19;0;0;36;26.96
20;3;2023;T15;A;5;F;20;A5F20;0;0;36;26.96
20;3;2023;T15;A;5;P;20;A5P20;873;0.873;36;26.96
20;3;2023;T15;A;5;R;20;A5R20;0;0;36;26.96
22;3;2023;T16;C;1;P;1;C1P1;0;0;38;27.29
22;3;2023;T16;C;1;R;1;C1R1;703;0.703;38;27.29
22;3;2023;T16;C;1;F;1;C1F1;781;0.781;38;27.29
22;3;2023;T16;C;1;R;2;C1R2;703;0.703;38;27.29
22;3;2023;T16;C;1;P;2;C1P2;715;0.715;38;27.29
22;3;2023;T16;C;1;F;2;C1F2;697;0.697;38;27.29
22;3;2023;T16;C;1;P;3;C1P3;701;0.701;38;27.29
22;3;2023;T16;C;1;F;3;C1F3;721;0.721;38;27.29
22;3;2023;T16;C;1;R;3;C1R3;0;0;38;27.29
22;3;2023;T16;C;1;F;4;C1F4;737;0.737;38;27.29
22;3;2023;T16;C;1;R;4;C1R4;697;0.697;38;27.29
22;3;2023;T16;C;1;P;4;C1P4;697;0.697;38;27.29
22;3;2023;T16;A;2;R;9;A2R9;675;0.675;38;27.29
22;3;2023;T16;A;2;F;9;A2F9;0;0;38;27.29
22;3;2023;T16;A;2;P;9;A2P9;714;0.714;38;27.29
22;3;2023;T16;A;2;F;10;A2F10;0;0;38;27.29
22;3;2023;T16;A;2;R;10;A2R10;666;0.666;38;27.29
22;3;2023;T16;A;2;P;10;A2P10;718;0.718;38;27.29
22;3;2023;T16;A;2;P;11;A2P11;0;0;38;27.29
22;3;2023;T16;A;2;R;11;A2R11;696;0.696;38;27.29
22;3;2023;T16;A;2;F;11;A2F11;775;0.775;38;27.29
22;3;2023;T16;A;2;F;12;A2F12;678;0.678;38;27.29
22;3;2023;T16;A;2;P;12;A2P12;696;0.696;38;27.29
22;3;2023;T16;A;2;R;12;A2R12;726;0.726;38;27.29
22;3;2023;T16;C;4;F;5;C4F5;752;0.752;38;27.29
22;3;2023;T16;C;4;P;5;C4P5;703;0.703;38;27.29
22;3;2023;T16;C;4;R;5;C4R5;697;0.697;38;27.29
22;3;2023;T16;C;4;R;6;C4R6;720;0.72;38;27.29
22;3;2023;T16;C;4;F;6;C4F6;685;0.685;38;27.29
22;3;2023;T16;C;4;P;6;C4P6;739;0.739;38;27.29
22;3;2023;T16;C;4;R;7;C4R7;621;0.621;38;27.29
22;3;2023;T16;C;4;P;7;C4P7;707;0.707;38;27.29
22;3;2023;T16;C;4;F;7;C4F7;738;0.738;38;27.29
22;3;2023;T16;C;4;P;8;C4P8;735;0.735;38;27.29
22;3;2023;T16;C;4;F;8;C4F8;739;0.739;38;27.29
22;3;2023;T16;C;4;R;8;C4R8;773;0.773;38;27.29
22;3;2023;T16;A;3;F;13;A3F13;235;0.235;38;27.29
22;3;2023;T16;A;3;P;13;A3P13;643;0.643;38;27.29
22;3;2023;T16;A;3;R;13;A3R13;0;0;38;27.29
22;3;2023;T16;A;3;P;14;A3P14;703;0.703;38;27.29
22;3;2023;T16;A;3;R;14;A3R14;0;0;38;27.29
22;3;2023;T16;A;3;F;14;A3F14;0;0;38;27.29
22;3;2023;T16;A;3;F;15;A3F15;0;0;38;27.29
22;3;2023;T16;A;3;R;15;A3R15;0;0;38;27.29
22;3;2023;T16;A;3;P;15;A3P15;622;0.622;38;27.29
22;3;2023;T16;A;3;R;16;A3R16;0;0;38;27.29
22;3;2023;T16;A;3;F;16;A3F16;0;0;38;27.29
22;3;2023;T16;A;3;P;16;A3P16;631;0.631;38;27.29
22;3;2023;T16;A;5;P;17;A5P17;789;0.789;38;27.29
22;3;2023;T16;A;5;F;17;A5F17;0;0;38;27.29
22;3;2023;T16;A;5;R;17;A5R17;0;0;38;27.29
22;3;2023;T16;A;5;F;18;A5F18;0;0;38;27.29
22;3;2023;T16;A;5;R;18;A5R18;595;0.595;38;27.29
22;3;2023;T16;A;5;P;18;A5P18;837;0.837;38;27.29
22;3;2023;T16;A;5;R;19;A5R19;731;0.731;38;27.29
22;3;2023;T16;A;5;P;19;A5P19;691;0.691;38;27.29
22;3;2023;T16;A;5;F;19;A5F19;0;0;38;27.29
22;3;2023;T16;A;5;F;20;A5F20;0;0;38;27.29
22;3;2023;T16;A;5;P;20;A5P20;806;0.806;38;27.29
22;3;2023;T16;A;5;R;20;A5R20;0;0;38;27.29
24;3;2023;T17;C;1;P;1;C1P1;0;0;40;27.17
24;3;2023;T17;C;1;R;1;C1R1;804;0.804;40;27.17
24;3;2023;T17;C;1;F;1;C1F1;851;0.851;40;27.17
24;3;2023;T17;C;1;R;2;C1R2;790;0.79;40;27.17
24;3;2023;T17;C;1;P;2;C1P2;819;0.819;40;27.17
24;3;2023;T17;C;1;F;2;C1F2;877;0.877;40;27.17
24;3;2023;T17;C;1;P;3;C1P3;726;0.726;40;27.17
24;3;2023;T17;C;1;F;3;C1F3;751;0.751;40;27.17
24;3;2023;T17;C;1;R;3;C1R3;0;0;40;27.17
24;3;2023;T17;C;1;F;4;C1F4;778;0.778;40;27.17
24;3;2023;T17;C;1;R;4;C1R4;761;0.761;40;27.17
24;3;2023;T17;C;1;P;4;C1P4;863;0.863;40;27.17
24;3;2023;T17;A;2;R;9;A2R9;726;0.726;40;27.17
24;3;2023;T17;A;2;F;9;A2F9;0;0;40;27.17
24;3;2023;T17;A;2;P;9;A2P9;792;0.792;40;27.17
24;3;2023;T17;A;2;F;10;A2F10;0;0;40;27.17
24;3;2023;T17;A;2;R;10;A2R10;762;0.762;40;27.17
24;3;2023;T17;A;2;P;10;A2P10;760;0.76;40;27.17
24;3;2023;T17;A;2;F;11;A2F11;0;0;40;27.17
24;3;2023;T17;A;2;R;11;A2R11;679;0.679;40;27.17
24;3;2023;T17;A;2;P;11;A2P11;797;0.797;40;27.17
24;3;2023;T17;A;2;F;12;A2F12;741;0.741;40;27.17
24;3;2023;T17;A;2;P;12;A2P12;814;0.814;40;27.17
24;3;2023;T17;A;2;R;12;A2R12;826;0.826;40;27.17
24;3;2023;T17;C;4;F;5;C4F5;746;0.746;40;27.17
24;3;2023;T17;C;4;P;5;C4P5;839;0.839;40;27.17
24;3;2023;T17;C;4;R;5;C4R5;760;0.76;40;27.17
24;3;2023;T17;C;4;R;6;C4R6;664;0.664;40;27.17
24;3;2023;T17;C;4;F;6;C4F6;800;0.8;40;27.17
24;3;2023;T17;C;4;P;6;C4P6;849;0.849;40;27.17
24;3;2023;T17;C;4;R;7;C4R7;640;0.64;40;27.17
24;3;2023;T17;C;4;P;7;C4P7;867;0.867;40;27.17
24;3;2023;T17;C;4;F;7;C4F7;824;0.824;40;27.17
24;3;2023;T17;C;4;P;8;C4P8;751;0.751;40;27.17
24;3;2023;T17;C;4;F;8;C4F8;714;0.714;40;27.17
24;3;2023;T17;C;4;R;8;C4R8;738;0.738;40;27.17
24;3;2023;T17;A;3;F;13;A3F13;244;0.244;40;27.17
24;3;2023;T17;A;3;P;13;A3P13;672;0.672;40;27.17
24;3;2023;T17;A;3;R;13;A3R13;0;0;40;27.17
24;3;2023;T17;A;3;P;14;A3P14;670;0.67;40;27.17
24;3;2023;T17;A;3;R;14;A3R14;0;0;40;27.17
24;3;2023;T17;A;3;F;14;A3F14;0;0;40;27.17
24;3;2023;T17;A;3;F;15;A3F15;0;0;40;27.17
24;3;2023;T17;A;3;R;15;A3R15;0;0;40;27.17
24;3;2023;T17;A;3;P;15;A3P15;759;0.759;40;27.17
24;3;2023;T17;A;3;R;16;A3R16;0;0;40;27.17
24;3;2023;T17;A;3;F;16;A3F16;0;0;40;27.17
24;3;2023;T17;A;3;P;16;A3P16;767;0.767;40;27.17
24;3;2023;T17;A;5;P;17;A5P17;752;0.752;40;27.17
24;3;2023;T17;A;5;F;17;A5F17;0;0;40;27.17
24;3;2023;T17;A;5;R;17;A5R17;0;0;40;27.17
24;3;2023;T17;A;5;F;18;A5F18;0;0;40;27.17
24;3;2023;T17;A;5;R;18;A5R18;500;0.5;40;27.17
24;3;2023;T17;A;5;P;18;A5P18;821;0.821;40;27.17
24;3;2023;T17;A;5;R;19;A5R19;657;0.657;40;27.17
24;3;2023;T17;A;5;P;19;A5P19;792;0.792;40;27.17
24;3;2023;T17;A;5;F;19;A5F19;0;0;40;27.17
24;3;2023;T17;A;5;F;20;A5F20;0;0;40;27.17
24;3;2023;T17;A;5;P;20;A5P20;813;0.813;40;27.17
24;3;2023;T17;A;5;R;20;A5R20;0;0;40;27.17
27;3;2023;T18;C;1;P;1;C1P1;0;0;43;27.09
27;3;2023;T18;C;1;R;1;C1R1;798;0.798;43;27.09
27;3;2023;T18;C;1;F;1;C1F1;781;0.781;43;27.09
27;3;2023;T18;C;1;R;2;C1R2;766;0.766;43;27.09
27;3;2023;T18;C;1;P;2;C1P2;906;0.906;43;27.09
27;3;2023;T18;C;1;F;2;C1F2;858;0.858;43;27.09
27;3;2023;T18;C;1;P;3;C1P3;742;0.742;43;27.09
27;3;2023;T18;C;1;F;3;C1F3;750;0.75;43;27.09
27;3;2023;T18;C;1;R;3;C1R3;0;0;43;27.09
27;3;2023;T18;C;1;F;4;C1F4;795;0.795;43;27.09
27;3;2023;T18;C;1;R;4;C1R4;765;0.765;43;27.09
27;3;2023;T18;C;1;P;4;C1P4;787;0.787;43;27.09
27;3;2023;T18;A;2;R;9;A2R9;691;0.691;43;27.09
27;3;2023;T18;A;2;F;9;A2F9;250;0.25;43;27.09
27;3;2023;T18;A;2;P;9;A2P9;701;0.701;43;27.09
27;3;2023;T18;A;2;F;10;A2F10;0;0;43;27.09
27;3;2023;T18;A;2;R;10;A2R10;630;0.63;43;27.09
27;3;2023;T18;A;2;P;10;A2P10;843;0.843;43;27.09
27;3;2023;T18;A;2;F;11;A2F11;0;0;43;27.09
27;3;2023;T18;A;2;R;11;A2R11;822;0.822;43;27.09
27;3;2023;T18;A;2;P;11;A2P11;847;0.847;43;27.09
27;3;2023;T18;A;2;F;12;A2F12;661;0.661;43;27.09
27;3;2023;T18;A;2;P;12;A2P12;871;0.871;43;27.09
27;3;2023;T18;A;2;R;12;A2R12;823;0.823;43;27.09
27;3;2023;T18;C;4;F;5;C4F5;717;0.717;43;27.09
27;3;2023;T18;C;4;P;5;C4P5;769;0.769;43;27.09
27;3;2023;T18;C;4;R;5;C4R5;612;0.612;43;27.09
27;3;2023;T18;C;4;R;6;C4R6;731;0.731;43;27.09
27;3;2023;T18;C;4;F;6;C4F6;654;0.654;43;27.09
27;3;2023;T18;C;4;P;6;C4P6;836;0.836;43;27.09
27;3;2023;T18;C;4;R;7;C4R7;684;0.684;43;27.09
27;3;2023;T18;C;4;P;7;C4P7;864;0.864;43;27.09
27;3;2023;T18;C;4;F;7;C4F7;690;0.69;43;27.09
27;3;2023;T18;C;4;P;8;C4P8;798;0.798;43;27.09
27;3;2023;T18;C;4;F;8;C4F8;706;0.706;43;27.09
27;3;2023;T18;C;4;R;8;C4R8;727;0.727;43;27.09
27;3;2023;T18;A;3;F;13;A3F13;209;0.209;43;27.09
27;3;2023;T18;A;3;P;13;A3P13;801;0.801;43;27.09
27;3;2023;T18;A;3;R;13;A3R13;0;0;43;27.09
27;3;2023;T18;A;3;P;14;A3P14;708;0.708;43;27.09
27;3;2023;T18;A;3;R;14;A3R14;0;0;43;27.09
27;3;2023;T18;A;3;F;14;A3F14;0;0;43;27.09
27;3;2023;T18;A;3;F;15;A3F15;0;0;43;27.09
27;3;2023;T18;A;3;R;15;A3R15;0;0;43;27.09
27;3;2023;T18;A;3;P;15;A3P15;753;0.753;43;27.09
27;3;2023;T18;A;3;R;16;A3R16;0;0;43;27.09
27;3;2023;T18;A;3;F;16;A3F16;0;0;43;27.09
27;3;2023;T18;A;3;P;16;A3P16;850;0.85;43;27.09
27;3;2023;T18;A;5;P;17;A5P17;752;0.752;43;27.09
27;3;2023;T18;A;5;F;17;A5F17;0;0;43;27.09
27;3;2023;T18;A;5;R;17;A5R17;0;0;43;27.09
27;3;2023;T18;A;5;F;18;A5F18;0;0;43;27.09
27;3;2023;T18;A;5;R;18;A5R18;471;0.471;43;27.09
27;3;2023;T18;A;5;P;18;A5P18;860;0.86;43;27.09
27;3;2023;T18;A;5;R;19;A5R19;682;0.682;43;27.09
27;3;2023;T18;A;5;P;19;A5P19;886;0.886;43;27.09
27;3;2023;T18;A;5;F;19;A5F19;0;0;43;27.09
27;3;2023;T18;A;5;F;20;A5F20;0;0;43;27.09
27;3;2023;T18;A;5;P;20;A5P20;767;0.767;43;27.09
27;3;2023;T18;A;5;R;20;A5R20;0;0;43;27.09
29;3;2023;T19;C;1;P;1;C1P1;0;0;45;27.04
29;3;2023;T19;C;1;R;1;C1R1;766;0.766;45;27.04
29;3;2023;T19;C;1;F;1;C1F1;730;0.73;45;27.04
29;3;2023;T19;C;1;R;2;C1R2;675;0.675;45;27.04
29;3;2023;T19;C;1;P;2;C1P2;715;0.715;45;27.04
29;3;2023;T19;C;1;F;2;C1F2;713;0.713;45;27.04
29;3;2023;T19;C;1;P;3;C1P3;710;0.71;45;27.04
29;3;2023;T19;C;1;F;3;C1F3;606;0.606;45;27.04
29;3;2023;T19;C;1;R;3;C1R3;0;0;45;27.04
29;3;2023;T19;C;1;F;4;C1F4;771;0.771;45;27.04
29;3;2023;T19;C;1;R;4;C1R4;781;0.781;45;27.04
29;3;2023;T19;C;1;P;4;C1P4;742;0.742;45;27.04
29;3;2023;T19;A;2;R;9;A2R9;697;0.697;45;27.04
29;3;2023;T19;A;2;F;9;A2F9;692;0.692;45;27.04
29;3;2023;T19;A;2;P;9;A2P9;667;0.667;45;27.04
29;3;2023;T19;A;2;F;10;A2F10;0;0;45;27.04
29;3;2023;T19;A;2;R;10;A2R10;666;0.666;45;27.04
29;3;2023;T19;A;2;P;10;A2P10;712;0.712;45;27.04
29;3;2023;T19;A;2;F;11;A2F11;0;0;45;27.04
29;3;2023;T19;A;2;R;11;A2R11;732;0.732;45;27.04
29;3;2023;T19;A;2;P;11;A2P11;738;0.738;45;27.04
29;3;2023;T19;A;2;F;12;A2F12;698;0.698;45;27.04
29;3;2023;T19;A;2;P;12;A2P12;696;0.696;45;27.04
29;3;2023;T19;A;2;R;12;A2R12;737;0.737;45;27.04
29;3;2023;T19;C;4;F;5;C4F5;684;0.684;45;27.04
29;3;2023;T19;C;4;P;5;C4P5;688;0.688;45;27.04
29;3;2023;T19;C;4;R;5;C4R5;506;0.506;45;27.04
29;3;2023;T19;C;4;R;6;C4R6;634;0.634;45;27.04
29;3;2023;T19;C;4;F;6;C4F6;761;0.761;45;27.04
29;3;2023;T19;C;4;P;6;C4P6;659;0.659;45;27.04
29;3;2023;T19;C;4;R;7;C4R7;645;0.645;45;27.04
29;3;2023;T19;C;4;P;7;C4P7;698;0.698;45;27.04
29;3;2023;T19;C;4;F;7;C4F7;529;0.529;45;27.04
29;3;2023;T19;C;4;P;8;C4P8;707;0.707;45;27.04
29;3;2023;T19;C;4;F;8;C4F8;737;0.737;45;27.04
29;3;2023;T19;C;4;R;8;C4R8;702;0.702;45;27.04
29;3;2023;T19;A;3;F;13;A3F13;421;0.421;45;27.04
29;3;2023;T19;A;3;P;13;A3P13;670;0.67;45;27.04
29;3;2023;T19;A;3;R;13;A3R13;0;0;45;27.04
29;3;2023;T19;A;3;P;14;A3P14;706;0.706;45;27.04
29;3;2023;T19;A;3;R;14;A3R14;0;0;45;27.04
29;3;2023;T19;A;3;F;14;A3F14;0;0;45;27.04
29;3;2023;T19;A;3;F;15;A3F15;0;0;45;27.04
29;3;2023;T19;A;3;R;15;A3R15;0;0;45;27.04
29;3;2023;T19;A;3;P;15;A3P15;707;0.707;45;27.04
29;3;2023;T19;A;3;R;16;A3R16;0;0;45;27.04
29;3;2023;T19;A;3;F;16;A3F16;0;0;45;27.04
29;3;2023;T19;A;3;P;16;A3P16;748;0.748;45;27.04
29;3;2023;T19;A;5;P;17;A5P17;679;0.679;45;27.04
29;3;2023;T19;A;5;F;17;A5F17;0;0;45;27.04
29;3;2023;T19;A;5;R;17;A5R17;0;0;45;27.04
29;3;2023;T19;A;5;F;18;A5F18;0;0;45;27.04
29;3;2023;T19;A;5;R;18;A5R18;683;0.683;45;27.04
29;3;2023;T19;A;5;P;18;A5P18;706;0.706;45;27.04
29;3;2023;T19;A;5;R;19;A5R19;713;0.713;45;27.04
29;3;2023;T19;A;5;P;19;A5P19;754;0.754;45;27.04
29;3;2023;T19;A;5;F;19;A5F19;0;0;45;27.04
29;3;2023;T19;A;5;F;20;A5F20;0;0;45;27.04
29;3;2023;T19;A;5;P;20;A5P20;729;0.729;45;27.04
29;3;2023;T19;A;5;R;20;A5R20;0;0;45;27.04
