dia;mes;ano;tempo;trat;sist;local;n;ID;area total;D1;D2;D3;D4;D5;D6;rosa;morto;cor;dia_exp;temp
27;3;2023;7;C;1;F;3;C1F3;30.364;0;0;0;30.364;0;0;0;0;D4;43;26.33
27;3;2023;7;C;1;R;3;C1R3;20.983;0;0;0;0;2.983;0;0;18;morto;43;26.33
27;3;2023;7;C;1;F;4;C1F4;32.951;0;0;0;32.951;0;0;0;0;D4;43;26.33
27;3;2023;7;C;1;R;4;C1R4;20.332;0;0;0;20.332;0;0;0;0;D4;43;26.33
27;3;2023;7;C;1;P;4;C1P4;36.876;7.821;0;0;0;29.055;0;0;0;D5;43;26.33
27;3;2023;7;A;2;R;9;A2R9;21.041;0;3.413;0;12.291;0;0;2.315;3.022;D4;43;26.56
27;3;2023;7;A;2;F;9;A2F9;19.645;0;19.645;0;0;0;0;0;0;D2;43;26.56
27;3;2023;7;A;2;P;9;A2P9;18.478;0;0;0;0;18.478;0;0;0;D5;43;26.56
27;3;2023;7;A;2;F;10;A2F10;17.335;17.335;0;0;0;0;0;0;0;D1;43;26.56
27;3;2023;7;A;2;R;10;A2R10;36.702;12.88;0;0;0;0;0;18.235;5.587;rosa;43;26.56
27;3;2023;7;A;2;P;10;A2P10;34.942;7.83;0;0;0;0;0;20.554;6.558;rosa;43;26.56
27;3;2023;7;A;2;P;11;A2P11;21.321;0;0;0;0;21.321;0;0;0;D5;43;26.56
27;3;2023;7;A;2;R;11;A2R11;39.319;0;37.873;0;0;0;0;1.446;0;D2;43;26.56
27;3;2023;7;A;2;F;11;A2F11;21.16;20.55;0;0;0;0;0;0.61;0;D1;43;26.56
27;3;2023;7;A;2;F;12;A2F12;42.037;0;42.037;0;0;0;0;0;0;D2;43;26.56
27;3;2023;7;A;2;P;12;A2P12;26.97;0;0;0;0;26.97;0;0;0;D5;43;26.56
27;3;2023;7;A;2;R;12;A2R12;22.345;0;0;0;22.345;0;0;0;0;D4;43;26.56
27;3;2023;7;A;3;F;13;A3F13;54.411;0;54.411;0;0;0;0;0;0;D2;43;26.56
27;3;2023;7;A;3;P;13;A3P13;22.716;0;1.949;16.283;4.484;0;0;0;0;D3;43;26.56
27;3;2023;7;A;3;R;13;A3R13;34.735;22.215;0;0;0;0;0;6.982;5.538;D1;43;26.56
27;3;2023;7;A;3;P;14;A3P14;22.053;0;0;14.047;8.006;0;0;0;0;D3;43;26.56
27;3;2023;7;A;3;R;14;A3R14;14.273;0;13.054;0;0;0;0;1.219;0;D2;43;26.56
27;3;2023;7;A;3;F;14;A3F14;16.771;16.114;0;0;;0;0;0;0.657;D1;43;26.56
27;3;2023;7;A;3;F;15;A3F15;23.287;0;8.617;0;0;0;0;14.67;0;rosa;43;26.56
27;3;2023;7;A;3;P;15;A3P15;34.066;0;0;0;34.066;0;0;0;0;D4;43;26.56
27;3;2023;7;A;3;R;15;A3R15;27.703;0;27.703;0;0;0;0;0;0;D2;43;26.56
27;3;2023;7;A;3;R;16;A3R16;51.158;0;0;0;0;0;0;0;51.158;morto;43;26.56
27;3;2023;7;A;3;F;16;A3F16;37.942;37.942;0;0;0;0;0;0;0;D1;43;26.56
27;3;2023;7;A;3;P;16;A3P16;28.922;0;0;0;28.922;0;0;0;0;D4;43;26.56
27;3;2023;7;C;4;F;5;C4F5;26.402;0;0;0;0;26.402;0;0;0;D5;43;26.33
27;3;2023;7;C;4;R;5;C4R5;28.498;0;0;0;20.036;0;0;6.576;1.886;D4;43;26.33
27;3;2023;7;C;4;P;5;C4P5;26.62;0;0;0;0;26.62;0;0;0;D5;43;26.33
27;3;2023;7;C;4;R;6;C4R6;29.779;0;0;0;29.779;0;0;0;0;D4;43;26.33
27;3;2023;7;C;4;F;6;C4F6;32.109;0;0;0;32.109;0;0;0;0;D4;43;26.33
27;3;2023;7;C;4;P;6;C4P6;22.836;0;0;0;22.836;0;0;0;0;D4;43;26.33
27;3;2023;7;C;4;R;7;C4R7;26.014;0;0;0;26.014;0;0;0;0;D4;43;26.33
27;3;2023;7;C;4;P;7;C4P7;39.78;0;0;0;0;39.78;0;0;0;D5;43;26.33
27;3;2023;7;C;4;F;8;C4F8;32.46;0;0;0;0;32.46;0;0;0;D5;43;26.33
27;3;2023;7;C;4;P;8;C4P8;29.535;0;0;0;0;29.535;0;0;0;D5;43;26.33
27;3;2023;7;C;4;F;7;C4F7;35.92;0;0;0;35.92;0;0;0;0;D4;43;26.33
27;3;2023;7;C;4;R;8;C4R8;39.947;0;0;0;39.947;0;0;0;0;D4;43;26.33
27;3;2023;7;A;5;P;17;A5P17;27.438;0;0;0;0;27.438;0;0;0;D5;43;26.56
27;3;2023;7;A;5;F;17;A5F17;42.187;0;27.38;0;0;0;0;0;14.807;D2;43;26.56
27;3;2023;7;A;5;R;17;A5R17;36.322;0;0;0;0;0;0;0;36.322;morto;43;26.56
27;3;2023;7;A;5;F;18;A5F18;21.076;21.076;0;0;0;0;0;0;0;D1;43;26.56
27;3;2023;7;A;5;R;18;A5R18;0;0;0;24.366;0;0;0;4.406;0.601;D3;43;26.56
27;3;2023;7;A;5;P;18;A5P18;19.231;0;0;0;0;19.231;0;0;0;D5;43;26.56
27;3;2023;7;A;5;R;19;A5R19;36.352;1.857;13.81;0;0;0;0;18.838;1.847;rosa;43;26.56
27;3;2023;7;A;5;P;19;A5P19;27.373;0;0;0;0;27.373;0;0;0;D5;43;26.56
27;3;2023;7;A;5;F;19;A5F19;29.825;29.825;0;0;0;0;0;0;0;D1;43;26.56
27;3;2023;7;A;5;F;20;A5F20;17.467;17.467;0;0;0;0;0;0;2.267;D1;43;26.56
27;3;2023;7;A;5;P;20;A5P20;25.362;0;0;0;0;25.362;0;0;0;D5;43;26.56
27;3;2023;7;A;5;R;20;A5R20;20.665;0;0;0;0;0;0;0;20.665;morto;43;26.56
13;3;2023;5;C;1;P;1;C1P1;20.725;7.548;0;0;13.177;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;R;1;C1R1;36.109;0;0;0;19.444;16.665;0;0;0;D4;29;27.22
13;3;2023;5;C;1;F;1;C1F1;50.534;0;0;0;50.534;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;R;2;C1R2;33.497;0;0;0;0;33.497;0;0;0;D5;29;27.22
13;3;2023;5;C;1;P;2;C1P2;23.232;0;0;0;23.232;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;F;2;C1F2;29.445;0;0;0;0;29.445;0;0;0;D5;29;27.22
13;3;2023;5;C;1;P;3;C1P3;20.501;0;0;0;20.501;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;F;3;C1F3;30.997;0;0;0;30.997;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;R;3;C1R3;26.209;0;0;0;9.09;12.707;0;2.97;1.442;D5;29;27.22
13;3;2023;5;C;1;F;4;C1F4;31.537;0;0;0;31.537;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;R;4;C1R4;19.255;0;0;0;19.255;0;0;0;0;D4;29;27.22
13;3;2023;5;C;1;P;4;C1P4;42.228;1.527;1.867;0;0;38.834;0;0;0;D5;29;27.22
13;3;2023;5;A;2;R;9;A2R9;20.367;0;5.416;4.736;7.089;0;0;2.033;1.093;D4;29;27.12
13;3;2023;5;A;2;F;9;A2F9;23.859;0;23.859;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;2;P;9;A2P9;19.388;0;0;0;0;19.388;0;0;0;D5;29;27.12
13;3;2023;5;A;2;F;10;A2F10;21.829;19.472;0;0;0;0;0;0;2.357;D1;29;27.12
13;3;2023;5;A;2;R;10;A2R10;34.577;1.781;21.772;6.239;0;0;0;11.024;0;D2;29;27.12
13;3;2023;5;A;2;P;10;A2P10;33.372;0;0;33.372;0;0;0;0;0;D3;29;27.12
13;3;2023;5;A;2;P;11;A2P11;22.93;0;0;0;22.93;0;0;0;0;D4;29;27.12
13;3;2023;5;A;2;R;11;A2R11;39.205;0;37.993;0;0;0;0;1.212;0;D2;29;27.12
13;3;2023;5;A;2;F;11;A2F11;20.605;20.446;0;0;0;0;0;0.159;0;D1;29;27.12
13;3;2023;5;A;2;F;12;A2F12;44.719;0;44.719;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;2;P;12;A2P12;28.595;0;0;0;0;28.595;0;0;0;D5;29;27.12
13;3;2023;5;A;2;R;12;A2R12;21.575;0;0;21.575;0;0;0;0;0;D3;29;27.12
13;3;2023;5;A;3;F;13;A3F13;57.042;0;57.042;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;3;P;13;A3P13;22.135;0;6.64;11.997;3.498;0;0;0;0;D3;29;27.12
13;3;2023;5;A;3;R;13;A3R13;38.798;5.699;0;26.572;0;0;0;6.527;0;D3;29;27.12
13;3;2023;5;A;3;P;14;A3P14;23.131;0;19.508;0;3.623;0;0;0;0;D2;29;27.12
13;3;2023;5;A;3;R;14;A3R14;15.212;0;15.212;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;3;F;14;A3F14;14.11;14.11;0;0;0;0;0;0;0;D1;29;27.12
13;3;2023;5;A;3;F;15;A3F15;25.366;0;22.899;0;0;0;0;2.467;0;D2;29;27.12
13;3;2023;5;A;3;P;15;A3P15;35.717;0;0;0;35.717;0;0;0;0;D4;29;27.12
13;3;2023;5;A;3;R;15;A3R15;32.602;0;32.602;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;3;R;16;A3R16;44.066;0;0;0;0;0;0;0;44.066;morto;29;27.12
13;3;2023;5;A;3;F;16;A3F16;40.716;40.716;0;0;0;0;0;0;0;D1;29;27.12
13;3;2023;5;A;3;P;16;A3P16;26.292;0;0;19.845;6.447;0;0;0;0;D3;29;27.12
13;3;2023;5;C;4;F;5;C4F5;30.02;0;0;0;30.02;0;0;0;0;D4;29;27.22
13;3;2023;5;C;4;R;5;C4R5;32.023;0.658;0;0;29.945;0;0;1.42;0;D4;29;27.22
13;3;2023;5;C;4;P;5;C4P5;29.227;0;0;0;0;29.227;0;0;0;D5;29;27.22
13;3;2023;5;C;4;R;6;C4R6;30.452;0;0;0;24.193;5.861;0;0;0.398;D4;29;27.22
13;3;2023;5;C;4;F;6;C4F6;34.189;0;0;31.516;2.673;0;0;0;0;D3;29;27.22
13;3;2023;5;C;4;P;6;C4P6;23.048;0;0;0;23.048;0;0;0;0;D4;29;27.22
13;3;2023;5;C;4;R;7;C4R7;30.472;0.68;0;0;25.79;0;0;2.469;1.533;D4;29;27.22
13;3;2023;5;C;4;P;7;C4P7;47.238;0;0;0;0;47.238;0;0;0;D5;29;27.22
13;3;2023;5;C;4;F;8;C4F8;34.336;0;0;0;34.336;0;0;0;0;D4;29;27.22
13;3;2023;5;C;4;P;8;C4P8;31.666;0;0;0;0;31.666;0;0;0;D5;29;27.22
13;3;2023;5;C;4;F;7;C4F7;38.299;0;0;0;0;38.299;7.157;0;0;D5;29;27.22
13;3;2023;5;C;4;R;8;C4R8;43.035;0;0;0;43.035;0;0;0;0;D4;29;27.22
13;3;2023;5;A;5;P;17;A5P17;29.376;0;0;0;0;29.376;0;0;0;D5;29;27.12
13;3;2023;5;A;5;F;17;A5F17;37.027;0;25.464;6.758;0;0;0;0;4.805;D2;29;27.12
13;3;2023;5;A;5;R;17;A5R17;44.132;7.518;0;0;24.281;0;0;0;12.333;D4;29;27.12
13;3;2023;5;A;5;F;18;A5F18;21.809;0;21.809;0;0;0;0;0;0;D2;29;27.12
13;3;2023;5;A;5;R;18;A5R18;31.642;0.804;0;27.282;0;0;0;3.556;0;D3;29;27.12
13;3;2023;5;A;5;P;18;A5P18;20.121;0;0;0;20.121;0;0;0;0;D4;29;27.12
13;3;2023;5;A;5;R;19;A5R19;34.374;0;0;31.539;0;0;0;2.835;0;D3;29;27.12
13;3;2023;5;A;5;P;19;A5P19;25.804;0;0;0;0;25.804;0;0;0;D5;29;27.12
13;3;2023;5;A;5;F;19;A5F19;30.424;0;29.087;0;0;0;0.731;0;0.606;D2;29;27.12
13;3;2023;5;A;5;F;20;A5F20;18.352;14.807;0;0;0;0;0;3.545;0;D1;29;27.12
13;3;2023;5;A;5;P;20;A5P20;28.722;0;0;0;0;28.722;0;0;0;D5;29;27.12
13;3;2023;5;A;5;R;20;A5R20;20.352;0;0;0;0;0;0;0;20.352;morto;29;27.12
20;3;2023;6;C;1;P;1;C1P1;23.152;22.211;0;0;0.941;0;0;0;0;D1;36;26.77
20;3;2023;6;C;1;R;1;C1R1;30.319;0;0;0;0;29.721;0;0;0.598;D5;36;26.77
20;3;2023;6;C;1;F;1;C1F1;42.969;0;0;0;0;42.969;0;0;0;D5;36;26.77
20;3;2023;6;C;1;R;2;C1R2;32.021;0;0;0;0;32.021;0;0;0;D5;36;26.77
20;3;2023;6;C;1;P;2;C1P2;24.425;0;0;0;0;24.425;0;0;1.29;D5;36;26.77
20;3;2023;6;C;1;F;2;C1F2;27.937;0;0;0;0;27.937;0;0;0;D5;36;26.77
20;3;2023;6;C;1;P;3;C1P3;22.257;0;0;0;22.257;0;0;0;0;D4;36;26.77
20;3;2023;6;C;1;F;3;C1F3;30.983;0;0;0;30.983;0;0;0;0;D4;36;26.77
20;3;2023;6;C;1;R;3;C1R3;22.539;5.646;0;0;0;0;10.649;0;6.244;D6;36;26.77
20;3;2023;6;C;1;F;4;C1F4;31.529;0;0;31.529;0;0;0;0;0;D3;36;26.77
20;3;2023;6;C;1;R;4;C1R4;16.404;0;0;0;16.404;0;0;0;0;D4;36;26.77
20;3;2023;6;C;1;P;4;C1P4;37.858;0;2.363;0;0;28.117;0;0;7.378;D5;36;26.77
20;3;2023;6;A;2;R;9;A2R9;20.461;0;4.535;0;11.711;0;0;4.215;2.179;D4;36;26.96
20;3;2023;6;A;2;F;9;A2F9;22.476;0;22.476;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;2;P;9;A2P9;19.541;0;0;0;0;19.541;0;0;0;D5;36;26.96
20;3;2023;6;A;2;F;10;A2F10;23.002;23.002;0;0;0;0;0;0;0;D1;36;26.96
20;3;2023;6;A;2;R;10;A2R10;34.667;4.759;0;0;0;0;0;25.496;4.412;rosa;36;26.96
20;3;2023;6;A;2;P;10;A2P10;34.525;9.543;0;8.647;0;0;0;13.66;2.675;rosa;36;26.96
20;3;2023;6;A;2;P;11;A2P11;20.178;0;0;0;0;20.178;0;0;0;D5;36;26.96
20;3;2023;6;A;2;R;11;A2R11;38.662;0;0;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;2;F;11;A2F11;21.614;21.614;0;0;0;0;0;0;0;D1;36;26.96
20;3;2023;6;A;2;F;12;A2F12;42.11;0;42.11;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;2;P;12;A2P12;26.06;0;0;0;0;26.06;0;0;0;D5;36;26.96
20;3;2023;6;A;2;R;12;A2R12;20.345;0;0;20.345;0;0;0;0;0;D3;36;26.96
20;3;2023;6;A;3;F;13;A3F13;52.879;0;52.879;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;3;P;13;A3P13;21.011;0;2.965;11.244;6.802;0;0;0;0;D3;36;26.96
20;3;2023;6;A;3;R;13;A3R13;36.065;5.066;24.101;0;0;0;0;3.812;3.086;D2;36;26.96
20;3;2023;6;A;3;P;14;A3P14;25.693;1.462;5.504;14.526;4.201;0;0;0;0;D3;36;26.96
20;3;2023;6;A;3;R;14;A3R14;17.196;0;16.643;0;0;0;0;0;0.553;D2;36;26.96
20;3;2023;6;A;3;F;14;A3F14;16.831;16.831;0;0;0;0;0;0;0;D1;36;26.96
20;3;2023;6;A;3;F;15;A3F15;29.798;0;21.285;0;0;0;0;8.513;0;D2;36;26.96
20;3;2023;6;A;3;P;15;A3P15;40.083;0;0;0;40.083;0;0;0;0;D4;36;26.96
20;3;2023;6;A;3;R;15;A3R15;36.542;0;36.542;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;3;R;16;A3R16;49.554;0;0;0;0;0;0;0;49.554;morto;36;26.96
20;3;2023;6;A;3;F;16;A3F16;39.084;39.084;0;0;0;0;0;0;0;D1;36;26.96
20;3;2023;6;A;3;P;16;A3P16;24.451;0;0.935;2.716;20.8;0;0;0;0;D4;36;26.96
20;3;2023;6;C;4;F;5;C4F5;27.297;0;0;0;0;27.297;0;0;0;D5;36;26.77
20;3;2023;6;C;4;R;5;C4R5;29.589;0;0;17.738;8.74;0;0;3.111;2.312;D3;36;26.77
20;3;2023;6;C;4;P;5;C4P5;28.307;0;0;0;0;28.307;0;0;0;D5;36;26.77
20;3;2023;6;C;4;R;6;C4R6;28.867;0;0;0;0;28.867;0;0;0;D5;36;26.77
20;3;2023;6;C;4;F;6;C4F6;28.125;0;0;0;28.125;0;0;0;0;D4;36;26.77
20;3;2023;6;C;4;P;6;C4P6;21.201;0;0;0;0;21.201;0;0;0;D5;36;26.77
20;3;2023;6;C;4;R;7;C4R7;28.573;0.465;0;0;27.126;0;0;0;0.982;D4;36;26.77
20;3;2023;6;C;4;P;7;C4P7;42.345;0;0;0;0;42.345;0;0;0;D5;36;26.77
20;3;2023;6;C;4;F;8;C4F8;32.811;0;0;0;0;22.892;9.919;0;0;D5;36;26.77
20;3;2023;6;C;4;P;8;C4P8;27.022;0;0;0;0;27.022;0;0;0;D5;36;26.77
20;3;2023;6;C;4;F;7;C4F7;33.134;0;0;0;33.134;0;0;0;0;D4;36;26.77
20;3;2023;6;C;4;R;8;C4R8;44.261;0;0;0;44.261;0;0;0;0;D4;36;26.77
20;3;2023;6;A;5;P;17;A5P17;27.6;0;0;0;0;27.6;0;0;0;D5;36;26.96
20;3;2023;6;A;5;F;17;A5F17;38.202;0;25.277;7.514;0;0;0;0;5.411;D2;36;26.96
20;3;2023;6;A;5;R;17;A5R17;38.875;0;0;0;0;0;0;0;38.875;morto;36;26.96
20;3;2023;6;A;5;F;18;A5F18;22.921;0;22.921;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;5;R;18;A5R18;25.991;0;0;17.051;0;0;0;7.835;1.105;D3;36;26.96
20;3;2023;6;A;5;P;18;A5P18;20.511;0;0;0;20.511;0;0;0;0;D4;36;26.96
20;3;2023;6;A;5;R;19;A5R19;36.974;2.12;13.903;0;0;0;0;20.951;0;rosa;36;26.96
20;3;2023;6;A;5;P;19;A5P19;24.322;0;0;0;0;24.322;0;0;0;D5;36;26.96
20;3;2023;6;A;5;F;19;A5F19;32.915;0;32.915;0;0;0;0;0;0;D2;36;26.96
20;3;2023;6;A;5;F;20;A5F20;19.426;0;16.103;0;0;0;0;0;3.323;D2;36;26.96
20;3;2023;6;A;5;P;20;A5P20;26.319;0;0;0;0;26.319;0;0;0;D5;36;26.96
20;3;2023;6;A;5;R;20;A5R20;24.568;0;0;0;0;0;0;0;24.568;morto;36;26.96
